region,x_t,y_t,z_t_csv,fov_id,x_a,y_a,z_a,z_t_log,locked,disp,xcorr,residual_um,focus_error_um,false_rejection,dx_um,dy_um,dr_um,dz_um
A6,110.0934509940951,8.233059877194153,,1,110.093125,8.232775,2827.1249999999995,2.8271249999999997,False,-8.0,0.608,0.18896612107787705,-8.0,True,-0.3259940950925966,-0.2848771941525996,0.4329285920143169,0.0
A6,112.6949498740951,8.233059877194153,,2,112.6950375,8.232775,2827.1249999999995,2.8271249999999997,False,-3.0,0.88,0.0,-3.0,True,0.08762590489652666,-0.2848771941525996,0.2980491821112634,0.0
A6,107.4919521140951,10.834558757194152,,3,107.49200625,10.8346875,2828.8124999999995,2.8271249999999997,True,-0.6,0.994,0.0,0.0,False,0.054135904903773735,0.12874280584718178,0.13966175660199745,1.6875
A6,110.0934509940951,10.834558757194152,,4,110.093125,10.8346875,2828.3437499999995,2.8271249999999997,True,-0.2,0.994,0.0,0.0,False,-0.3259940950925966,0.12874280584718178,0.3504951641501578,1.21875
A6,112.6949498740951,10.834558757194152,,5,112.6950375,10.8346875,2827.8749999999995,2.8271249999999997,True,0.2,0.996,0.0,0.0,False,0.08762590489652666,0.12874280584718178,0.15573377689615148,0.75
A6,107.4919521140951,13.436057637194152,,6,107.49200625,13.43580625,2826.9374999999995,2.8271249999999997,True,1.2,0.973,0.0,0.0,False,0.054135904903773735,-0.2513871941509649,0.2571501848781085,-0.1875
A6,110.0934509940951,13.436057637194152,,7,110.093125,13.43580625,2825.90625,2.8271249999999997,True,2.2,0.993,-0.18896612107766222,-0.18896612107766222,False,-0.3259940950925966,-0.2513871941509649,0.4116645131880277,-1.2187499999995453
A6,112.6949498740951,13.436057637194152,,8,112.6950375,13.43580625,2826.4687499999995,2.8271249999999997,True,1.7,0.992,0.0,0.0,False,0.08762590489652666,-0.2513871941509649,0.26622137515990346,-0.65625
A6,107.4919521140951,16.037556517194155,,9,107.49200625,16.03771875,2824.1249999999995,2.8271249999999997,True,4.0,0.997,0.0,0.0,False,0.054135904903773735,0.16223280584526378,0.17102683851424455,-3.0
A6,110.0934509940951,16.037556517194155,,10,110.093125,16.03771875,2823.75,2.8271249999999997,True,4.3,0.997,0.0,0.0,False,-0.3259940950925966,0.16223280584526378,0.36413134076548254,-3.3749999999995453
A6,112.6949498740951,16.037556517194155,,11,112.6950375,16.03771875,2824.03125,2.8271249999999997,True,4.1,0.966,0.0,0.0,False,0.08762590489652666,0.16223280584526378,0.18438487601037726,-3.0937499999995453
D1,10.991952114095094,66.13305987719416,,0,10.99185,66.13286875,2737.875,2.7327187499999996,True,-3.4,0.975,0.18896612107787705,0.18896612107787705,False,-0.1021140950943078,-0.19112719415659285,0.21669539165174065,5.156250000000455
D1,13.593450994095091,66.13305987719416,,1,13.5937625,66.13286875,2736.375,2.7327187499999996,True,-1.9,0.934,0.0,0.0,False,0.3115059049090263,-0.19112719415659285,0.36546618604101155,3.6562500000004547
D1,16.194949874095094,66.13305987719416,,2,16.19488125,66.13286875,2734.1249999999995,2.7327187499999996,True,0.3,0.969,0.3779322421557541,0.3779322421557541,False,-0.06862409509267309,-0.19112719415659285,0.20307356000587615,1.40625
D1,18.796448754095096,66.13305987719416,,3,18.79679375,66.13286875,2736.9375,2.7327187499999996,True,-2.5,0.977,0.0,0.0,False,0.3449959049035556,-0.19112719415659285,0.3944005308647481,4.218750000000455
D1,10.991952114095094,68.73455875719415,,4,10.99185,68.73478125000001,2737.875,2.7327187499999996,True,-3.4,0.986,0.0,0.0,False,-0.1021140950943078,0.2224928058609521,0.24480673413288423,5.156250000000455
D1,13.593450994095091,68.73455875719415,,5,13.5937625,68.73478125000001,2738.53125,2.7327187499999996,True,-4.0,0.984,-0.18896612107766222,-0.18896612107766222,False,0.3115059049090263,0.2224928058609521,0.38280409800976617,5.812500000000455
D1,16.194949874095094,68.73455875719415,,6,16.19488125,68.73478125000001,2732.7187499999995,2.7327187499999996,False,23.6,0.743,-37.793224215566816,23.6,False,-0.06862409509267309,0.2224928058609521,0.23283538194863676,0.0
D1,18.796448754095096,68.73455875719415,,7,18.79679375,68.73478125000001,2737.6875000000005,2.7327187499999996,True,-3.1,0.993,-0.18896612107766222,-0.18896612107766222,False,0.3449959049035556,0.2224928058609521,0.4105182371833223,4.9687500000009095
